name,position,alphavetical value,name score
RILEY,4075,69,281175
RIMA,4076,41,167116
RINA,4077,42,171234
RISA,4078,47,191666
RITA,4079,48,195792
RIVA,4080,50,204000
RIVKA,4081,61,248941
ROB,4082,35,142870
ROBBI,4083,46,187818
ROBBIE,4084,51,208284
ROBBIN,4085,60,245100
ROBBY,4086,62,253332
ROBBYN,4087,76,310612
ROBENA,4088,55,224840
ROBERT,4089,78,318942
ROBERTA,4090,79,323110
ROBERTO,4091,93,380463
ROBIN,4092,58,237336
ROBT,4093,55,225115
ROBYN,4094,74,302956
ROCCO,4095,54,221130
ROCHEL,4096,61,249856
ROCHELL,4097,73,299081
ROCHELLE,4098,78,319644
ROCIO,4099,60,245940
ROCKY,4100,72,295200
ROD,4101,37,151737
RODERICK,4102,83,340466
RODGER,4103,67,274901
RODNEY,4104,81,332424
RODOLFO,4105,85,348925
RODRICK,4106,78,320268
RODRIGO,4107,86,353202
ROGELIO,4108,81,332748
ROGER,4109,63,258867
ROLAND,4110,64,263040
ROLANDA,4111,65,267215
ROLANDE,4112,69,283728
ROLANDO,4113,79,324927
ROLF,4114,51,209814
ROLLAND,4115,76,312740
ROMA,4116,47,193452
ROMAINE,4117,75,308775
ROMAN,4118,61,251198
ROMANA,4119,62,255378
ROMELIA,4120,73,300760
ROMEO,4121,66,271986
ROMONA,4122,76,313272
RON,4123,47,193781
RONA,4124,48,197952
RONALD,4125,64,264000
RONDA,4126,52,214552
RONI,4127,56,231112
RONNA,4128,62,255936
RONNI,4129,70,289030
RONNIE,4130,75,309750
RONNY,4131,86,355266
ROOSEVELT,4132,131,541292
RORY,4133,76,314108
ROSA,4134,53,219102
ROSALBA,4135,68,281180
ROSALEE,4136,75,310200
ROSALIA,4137,75,310275
ROSALIE,4138,79,326902
ROSALINA,4139,89,368371
ROSALIND,4140,92,380880
ROSALINDA,4141,93,385113
ROSALINE,4142,93,385206
ROSALVA,4143,88,364584
ROSALYN,4144,104,430976
ROSAMARIA,4145,95,393775
ROSAMOND,4146,99,410454
ROSANA,4147,68,281996
ROSANN,4148,81,335988
ROSANNA,4149,82,340218
ROSANNE,4150,86,356900
ROSARIA,4151,81,336231
ROSARIO,4152,95,394440
ROSAURA,4153,93,386229
ROSCOE,4154,75,311550
ROSE,4155,57,236835
ROSEANN,4156,86,357416
ROSEANNA,4157,87,361659
ROSEANNE,4158,91,378378
ROSELEE,4159,79,328561
ROSELIA,4160,79,328640
ROSELINE,4161,97,403617
ROSELLA,4162,82,341284
ROSELLE,4163,86,358018
ROSELYN,4164,108,449712
ROSEMARIE,4165,103,428995
ROSEMARY,4166,114,474924
ROSENA,4167,72,300024
ROSENDA,4168,76,316768
ROSENDO,4169,90,375210
ROSETTA,4170,98,408660
ROSETTE,4171,102,425442
ROSIA,4172,62,258664
ROSIE,4173,66,275418
ROSINA,4174,76,317224
ROSIO,4175,76,317300
ROSITA,4176,82,342432
ROSLYN,4177,103,430231
ROSS,4178,71,296638
ROSSANA,4179,87,363573
ROSSIE,4180,85,355300
ROSY,4181,77,321937
ROWENA,4182,76,317832
ROXANA,4183,73,305359
ROXANE,4184,77,322168
ROXANN,4185,86,359910
ROXANNA,4186,87,364182
ROXANNE,4187,91,381017
ROXIE,4188,71,297348
ROXY,4189,82,343498
ROY,4190,58,243020
ROYAL,4191,71,297561
ROYCE,4192,66,276672
ROZANNE,4193,93,389949
ROZELLA,4194,89,373266
RUBEN,4195,60,251700
RUBI,4196,50,209800
RUBIE,4197,55,230835
RUBIN,4198,64,268672
RUBY,4199,66,277134
RUBYE,4200,71,298200
RUDOLF,4201,76,319276
RUDOLPH,4202,94,394988
RUDY,4203,68,285804
RUEBEN,4204,65,273260
RUFINA,4205,69,290145
RUFUS,4206,85,357510
RUPERT,4207,98,412286
RUSS,4208,77,324016
RUSSEL,4209,94,395646
RUSSELL,4210,106,446260
RUSTY,4211,103,433733
RUTH,4212,67,282204
RUTHA,4213,68,286484
RUTHANN,4214,96,404544
RUTHANNE,4215,101,425715
RUTHE,4216,72,303552
RUTHIE,4217,81,341577
RYAN,4218,58,244644
RYANN,4219,72,303768
SABINA,4220,46,194120
SABINE,4221,50,211050
SABRA,4222,41,173102
SABRINA,4223,64,270272
SACHA,4224,32,135168
SACHIKO,4225,66,278850
SADE,4226,29,122554
SADIE,4227,38,160626
SADYE,4228,54,228312
SAGE,4229,32,135328
SAL,4230,32,135360
SALENA,4231,52,220012
SALINA,4232,56,236992
SALLEY,4233,74,313242
SALLIE,4234,58,245572
SALLY,4235,69,292215
SALOME,4236,65,275340
SALVADOR,4237,92,389804
SALVATORE,4238,113,478894
SAM,4239,33,139887
SAMANTHA,4240,77,326480
SAMARA,4241,53,224773
SAMATHA,4242,63,267246
SAMELLA,4243,63,267309
SAMIRA,4244,61,258884
SAMMIE,4245,60,254700
SAMMY,4246,71,301466
SAMUAL,4247,67,284549
SAMUEL,4248,71,301608
SANA,4249,35,148715
SANDA,4250,39,165750
SANDEE,4251,48,204048
SANDI,4252,47,199844
SANDIE,4253,52,221156
SANDRA,4254,57,242478
SANDY,4255,63,268065
SANFORD,4256,77,327712
SANG,4257,41,174537
SANJUANA,4258,81,344898
SANJUANITA,4259,110,468490
SANORA,4260,68,289680
SANTA,4261,55,234355
SANTANA,4262,70,298340
SANTIAGO,4263,86,366618
SANTINA,4264,78,332592
SANTO,4265,69,294285
SANTOS,4266,88,375408
SARA,4267,39,166413
SARAH,4268,47,200596
SARAI,4269,48,204912
SARAN,4270,53,226310
SARI,4271,47,200737
SARINA,4272,62,264864
SARITA,4273,68,290564
SASHA,4274,48,205152
SATURNINA,4275,117,500175
SAU,4276,41,175316
SAUL,4277,53,226681
SAUNDRA,4278,78,333684
SAVANNA,4279,72,308088
SAVANNAH,4280,80,342400
SCARLET,4281,78,333918
SCARLETT,4282,98,419636
SCOT,4283,57,244131
SCOTT,4284,77,329868
SCOTTIE,4285,91,389935
SCOTTY,4286,102,437172
SEAN,4287,39,167193
SEASON,4288,73,313024
SEBASTIAN,4289,90,386010
SEBRINA,4290,68,291720
SEE,4291,29,124439
SEEMA,4292,43,184556
SELENA,4293,56,240408
SELENE,4294,60,257640
SELINA,4295,60,257700
SELMA,4296,50,214800
SENA,4297,39,167583
SENAIDA,4298,53,227794
SEPTEMBER,4299,103,442797
SERAFINA,4300,73,313900
SERENA,4301,62,266662
SERGIO,4302,73,314046
SERINA,4303,66,283998
SERITA,4304,72,309888
SETH,4305,52,223860
SETSUKO,4306,110,473660
SEYMOUR,4307,116,499612
SHA,4308,28,120624
SHAD,4309,32,137888
SHAE,4310,33,142230
SHAINA,4311,52,224172
SHAKIA,4312,49,211288
SHAKIRA,4313,67,288971
SHAKITA,4314,69,297666
SHALA,4315,41,176915
SHALANDA,4316,60,258960
SHALON,4317,69,297873
SHALONDA,4318,74,319532
SHAMEKA,4319,58,250502
SHAMIKA,4320,62,267840
SHAN,4321,42,181482
SHANA,4322,43,185846
SHANAE,4323,48,207504
SHANDA,4324,47,203228
SHANDI,4325,55,237875
SHANDRA,4326,65,281190
SHANE,4327,47,203369
SHANEKA,4328,59,255352
SHANEL,4329,59,255411
SHANELL,4330,71,307430
SHANELLE,4331,76,329156
SHANI,4332,51,220932
SHANICE,4333,59,255647
SHANIKA,4334,63,273042
SHANIQUA,4335,90,390150
SHANITA,4336,72,312192
SHANNA,4337,57,247209
SHANNAN,4338,71,307998
SHANNON,4339,85,368815
SHANON,4340,71,308140
SHANTA,4341,63,273483
SHANTAE,4342,68,295256
SHANTAY,4343,88,382184
SHANTE,4344,67,291048
SHANTEL,4345,79,343255
SHANTELL,4346,91,395486
SHANTELLE,4347,96,417312
SHANTI,4348,71,308708
SHAQUANA,4349,82,356618
SHAQUITA,4350,96,417600
SHARA,4351,47,204497
SHARAN,4352,61,265472
SHARDA,4353,51,222003
SHAREE,4354,56,243824
SHARELL,4355,75,326625
SHAREN,4356,65,283140
SHARI,4357,55,239635
SHARICE,4358,63,274554
SHARIE,4359,60,261540
SHARIKA,4360,67,292120
SHARILYN,4361,106,462266
SHARITA,4362,76,331512
SHARLA,4363,59,257417
SHARLEEN,4364,82,357848
SHARLENE,4365,82,357930
SHARMAINE,4366,88,384208
SHAROLYN,4367,112,489104
SHARON,4368,75,327600
SHARONDA,4369,80,349520
SHARRI,4370,73,319010
SHARRON,4371,93,406503
SHARYL,4372,83,362876
SHARYN,4373,85,371705
SHASTA,4374,68,297432
SHAUN,4375,63,275625
SHAUNA,4376,64,280064
SHAUNDA,4377,68,297636
SHAUNNA,4378,78,341484
SHAUNTA,4379,84,367836
SHAUNTE,4380,88,385440
SHAVON,4381,79,346099
SHAVONDA,4382,84,368088
SHAVONNE,4383,98,429534
SHAWANA,4384,67,293728
SHAWANDA,4385,71,311335
SHAWANNA,4386,81,355266
SHAWN,4387,65,285155
SHAWNA,4388,66,289608
SHAWNDA,4389,70,307230
SHAWNEE,4390,75,329250
SHAWNNA,4391,80,351280
SHAWNTA,4392,86,377712
SHAY,4393,53,232829
SHAYLA,4394,66,290004
SHAYNA,4395,68,298860
SHAYNE,4396,72,316512
SHEA,4397,33,145101
SHEBA,4398,35,153930
SHEENA,4399,52,228748
SHEILA,4400,54,237600
SHEILAH,4401,62,272862
SHELA,4402,45,198090
SHELBA,4403,47,206941
SHELBY,4404,71,312684
SHELDON,4405,77,339185
SHELIA,4406,54,237924
SHELLA,4407,57,251199
SHELLEY,4408,86,379088
SHELLI,4409,65,286585
SHELLIE,4410,70,308700
SHELLY,4411,81,357291
SHELTON,4412,93,410316
SHEMEKA,4413,62,273606
SHEMIKA,4414,66,291324
SHENA,4415,47,207505
SHENIKA,4416,67,295872
SHENITA,4417,76,335692
SHENNA,4418,61,269498
SHERA,4419,51,225369
SHEREE,4420,60,265200
SHERELL,4421,79,349259
SHERI,4422,59,260898
SHERICE,4423,67,296341
SHERIDAN,4424,78,345072
SHERIE,4425,64,283200
SHERIKA,4426,71,314246
SHERILL,4427,83,367441
SHERILYN,4428,110,487080
SHERISE,4429,83,367607
SHERITA,4430,80,354400
SHERLENE,4431,86,381066
SHERLEY,4432,92,407744
SHERLY,4433,87,385671
SHERLYN,4434,101,447834
SHERMAN,4435,78,345930
SHERON,4436,79,350444
SHERRELL,4437,97,430389
SHERRI,4438,77,341726
SHERRIE,4439,82,363998
SHERRIL,4440,89,395160
SHERRILL,4441,101,448541
SHERRON,4442,97,430874
SHERRY,4443,93,413199
SHERRYL,4444,105,466620
SHERWOOD,4445,107,475615
SHERY,4446,75,333450
SHERYL,4447,87,386889
SHERYLL,4448,99,440352
SHIELA,4449,54,240246
SHILA,4450,49,218050
SHILOH,4451,71,316021
SHIN,4452,50,222600
SHIRA,4453,55,244915
SHIRELY,4454,96,427584
SHIRL,4455,66,294030
SHIRLEE,4456,76,338656
SHIRLEEN,4457,90,401130
SHIRLENE,4458,90,401220
SHIRLEY,4459,96,428064
SHIRLY,4460,91,405860
SHIZUE,4461,88,392568
SHIZUKO,4462,109,486358
SHON,4463,56,249928
SHONA,4464,57,254448
SHONDA,4465,61,272365
SHONDRA,4466,79,352814
SHONNA,4467,71,317157
SHONTA,4468,77,344036
SHOSHANA,4469,85,379865
SHU,4470,48,214560
SHYLA,4471,65,290615
SIBYL,4472,67,299624
SID,4473,32,143136
SIDNEY,4474,76,340024
SIERRA,4475,70,313250
SIGNE,4476,54,241704
SIGRID,4477,66,295482
SILAS,4478,60,268680
SILVA,4479,63,282177
SILVANA,4480,78,349440
SILVIA,4481,72,322632
SIMA,4482,42,188244
SIMON,4483,70,313810
SIMONA,4484,71,318364
SIMONE,4485,75,336375
SIMONNE,4486,89,399254
SINA,4487,43,192941
SINDY,4488,71,318648
SIOBHAN,4489,68,305252
SIRENA,4490,66,296340
SIU,4491,49,220059
SIXTA,4492,73,327916
SKYE,4493,60,269580
SLYVIA,4494,88,395472
SO,4495,34,152830
SOCORRO,4496,103,463088
SOFIA,4497,50,224850
SOILA,4498,56,251888
SOL,4499,46,206954
SOLANGE,4500,73,328500
SOLEDAD,4501,60,270060
SOLOMON,4502,103,463706
SOMER,4503,70,315210
SOMMER,4504,83,373832
SON,4505,48,216240
SONA,4506,49,220794
SONDRA,4507,71,319997
SONG,4508,55,247940
SONIA,4509,58,261522
SONJA,4510,59,266090
SONNY,4511,87,392457
SONYA,4512,74,333888
SOO,4513,49,221137
SOOK,4514,60,270840
SOON,4515,63,284445
SOPHIA,4516,68,307088
SOPHIE,4517,72,325224
SORAYA,4518,79,356922
SPARKLE,4519,82,370558
SPENCER,4520,80,361600
SPRING,4521,83,375243
STACEE,4522,53,239666
STACEY,4523,73,330179
STACI,4524,52,235248
STACIA,4525,53,239825
STACIE,4526,57,257982
STACY,4527,68,307836
STAN,4528,54,244512
STANFORD,4529,97,439313
STANLEY,4530,96,434880
STANTON,4531,103,466693
STAR,4532,58,262856
STARLA,4533,71,321843
STARR,4534,76,344584
STASIA,4535,69,312915
STEFAN,4536,65,294840
STEFANI,4537,74,335738
STEFANIA,4538,75,340350
STEFANIE,4539,79,358581
STEFANY,4540,90,408600
STEFFANIE,4541,85,385985
STELLA,4542,69,313398
STEPANIE,4543,89,404327
STEPHAINE,4544,97,440768
STEPHAN,4545,83,377235
STEPHANE,4546,88,400048
STEPHANI,4547,92,418324
STEPHANIA,4548,93,422964
STEPHANIE,4549,97,441253
STEPHANY,4550,108,491400
STEPHEN,4551,87,395937
STEPHENIE,4552,101,459752
STEPHINE,4553,96,437088
STEPHNIE,4554,96,437184
STERLING,4555,104,473720
STEVE,4556,71,323476
STEVEN,4557,85,387345
STEVIE,4558,80,364640
STEWART,4559,106,483254
STORMY,4560,110,501600
STUART,4561,99,451539
SU,4562,40,182480
SUANNE,4563,74,337662
SUDIE,4564,58,264712
SUE,4565,45,205425
SUEANN,4566,74,337884
SUELLEN,4567,88,401896
SUK,4568,51,232968
SULEMA,4569,71,324399
SUMIKO,4570,88,402160
SUMMER,4571,89,406819
SUN,4572,54,246888
SUNDAY,4573,84,384132
SUNG,4574,61,279014
SUNNI,4575,77,352275
SUNNY,4576,93,425568
SUNSHINE,4577,109,498893
SUSAN,4578,74,338772
SUSANA,4579,75,343425
SUSANN,4580,88,403040
SUSANNA,4581,89,407709
SUSANNAH,4582,97,444454
SUSANNE,4583,93,426219
SUSIE,4584,73,334632
SUSY,4585,84,385140
SUZAN,4586,81,371466
SUZANN,4587,95,435765
SUZANNA,4588,96,440448
SUZANNE,4589,100,458900
SUZETTE,4590,116,532440
SUZI,4591,75,344325
SUZIE,4592,80,367360
SUZY,4593,91,417963
SVETLANA,4594,94,431836
SYBIL,4595,67,307865
SYBLE,4596,63,289548
SYDNEY,4597,92,422924
SYLVESTER,4598,145,666710
SYLVIA,4599,88,404712
SYLVIE,4600,92,423200
SYNTHIA,4601,96,441696
SYREETA,4602,93,427986
TA,4603,21,96663
TABATHA,4604,53,244012
TABETHA,4605,57,262485
TABITHA,4606,61,280966
TAD,4607,25,115175
TAI,4608,30,138240
TAINA,4609,45,207405
TAISHA,4610,58,267380
TAJUANA,4611,68,313548
TAKAKO,4612,59,272108
TAKISHA,4613,69,318297
TALIA,4614,43,198402
TALISHA,4615,70,323050
TALITHA,4616,71,327736
TAM,4617,34,156978
TAMA,4618,35,161630
TAMALA,4619,48,221712
TAMAR,4620,53,244860
TAMARA,4621,54,249534
TAMATHA,4622,64,295808
TAMBRA,4623,55,254265
TAMEIKA,4624,60,277440
TAMEKA,4625,51,235875
TAMEKIA,4626,60,277560
TAMELA,4627,52,240604
TAMERA,4628,58,268424
TAMESHA,4629,67,310143
TAMI,4630,43,199090
TAMICA,4631,47,217657
TAMIE,4632,48,222336
TAMIKA,4633,55,254815
TAMIKO,4634,69,319746
TAMISHA,4635,71,329085
TAMMARA,4636,67,310612
TAMMERA,4637,71,329227
TAMMI,4638,56,259728
TAMMIE,4639,61,282979
TAMMY,4640,72,334080
TAMRA,4641,53,245973
TANA,4642,36,167112
TANDRA,4643,58,269294
TANDY,4644,64,297216
TANEKA,4645,52,241540
TANESHA,4646,68,315928
TANGELA,4647,60,278820
TANIA,4648,45,209160
TANIKA,4649,56,260344
TANISHA,4650,72,334800
TANJA,4651,46,213946
TANNA,4652,50,232600
TANNER,4653,72,335016
TANYA,4654,61,283894
TARA,4655,40,186200
TARAH,4656,48,223488
TAREN,4657,58,270106
TARI,4658,48,223584
TARRA,4659,58,270222
TARSHA,4660,67,312220
TARYN,4661,78,363558
TASHA,4662,49,228438
TASHIA,4663,58,270454
TASHINA,4664,72,335808
TASIA,4665,50,233250
TATIANA,4666,66,307956
TATUM,4667,75,350025
TATYANA,4668,82,382776
TAUNYA,4669,82,382858
TAWANA,4670,60,280200
TAWANDA,4671,64,298944
TAWANNA,4672,74,345728
TAWNA,4673,59,275707
TAWNY,4674,83,387942
TAWNYA,4675,84,392700
TAYLOR,4676,91,425516
TAYNA,4677,61,285297
TED,4678,29,135662
TEDDY,4679,58,271382
TEENA,4680,45,210600
TEGAN,4681,47,220007
TEISHA,4682,62,290284
TELMA,4683,51,238833
TEMEKA,4684,55,257620
TEMIKA,4685,59,276415
TEMPIE,4686,68,318648
TEMPLE,4687,71,332777
TENA,4688,40,187520
TENESHA,4689,72,337608
TENISHA,4690,76,356440
TENNIE,4691,67,314297
TENNILLE,4692,91,426972
TEODORA,4693,78,366054
TEODORO,4694,92,431848
TEOFILA,4695,68,319260
TEQUILA,4696,85,399160
TERA,4697,44,206668
TEREASA,4698,69,324162
TERENCE,4699,70,328930
TERESA,4700,68,319600
TERESE,4701,72,338472
TERESIA,4702,77,362054
TERESITA,4703,97,456191
TERESSA,4704,87,409248
TERI,4705,52,244660
TERICA,4706,56,263536
TERINA,4707,67,315369
TERISA,4708,72,338976
TERRA,4709,62,291958
TERRANCE,4710,84,395640
TERRELL,4711,90,423990
TERRENCE,4712,88,414656
TERRESA,4713,86,405318
TERRI,4714,70,329980
TERRIE,4715,75,353625
TERRILYN,4716,121,570636
TERRY,4717,86,405662
TESHA,4718,53,250054
TESS,4719,63,297297
TESSA,4720,64,302080
TESSIE,4721,77,363517
THAD,4722,33,155826
THADDEUS,4723,82,387286
THALIA,4724,51,240924
THANH,4725,51,240975
THAO,4726,44,207944
THEA,4727,34,160718
THEDA,4728,38,179664
THELMA,4729,59,279011
THEO,4730,48,227040
THEODORA,4731,86,406866
THEODORE,4732,90,425880
THEOLA,4733,61,288713
THERESA,4734,76,359784
THERESE,4735,80,378800
THERESIA,4736,85,402560
THERESSA,4737,95,450015
THERON,4738,80,379040
THERSA,4739,71,336469
THI,4740,37,175380
THOMAS,4741,76,360316
THOMASENA,4742,96,455232
THOMASINA,4743,100,474300
THOMASINE,4744,104,493376
THORA,4745,62,294190
THRESA,4746,71,336966
THU,4747,49,232603
THURMAN,4748,95,451060
THUY,4749,74,351426
TIA,4750,30,142500
TIANA,4751,45,213795
TIANNA,4752,59,280368
TIARA,4753,49,232897
TIEN,4754,48,228192
TIERA,4755,53,252015
TIERRA,4756,71,337676
TIESHA,4757,62,294934
TIFANY,4758,75,356850
TIFFANEY,4759,86,409274
TIFFANI,4760,65,309400
TIFFANIE,4761,70,333270
TIFFANY,4762,81,385722
TIFFINY,4763,89,423907
TIJUANA,4764,76,362064
TILDA,4765,46,219190
TILLIE,4766,67,319322
TIM,4767,42,200214
TIMIKA,4768,63,300384
TIMMY,4769,80,381520
TIMOTHY,4770,110,524700
TINA,4771,44,209924
TINISHA,4772,80,381760
TINY,4773,68,324564
TISA,4774,49,233926
TISH,4775,56,267400
TISHA,4776,57,272232
TITUS,4777,89,425153
TOBI,4778,46,219788
TOBIAS,4779,66,315414
TOBIE,4780,51,243780
TOBY,4781,62,296422
TOCCARA,4782,61,291702
TOD,4783,39,186537
TODD,4784,43,205712
TOI,4785,44,210540
TOM,4786,48,229728
TOMAS,4787,68,325516
TOMASA,4788,69,330372
TOMEKA,4789,65,311285
TOMI,4790,57,273030
TOMIKA,4791,69,330579
TOMIKO,4792,83,397736
TOMMIE,4793,75,359475
TOMMY,4794,86,412284
TOMMYE,4795,91,436345
TOMOKO,4796,89,426844
TONA,4797,50,239850
TONDA,4798,54,259092
TONETTE,4799,99,475101
TONEY,4800,79,379200
TONI,4801,58,278458
TONIA,4802,59,283318
TONIE,4803,63,302589
TONISHA,4804,86,413144
TONITA,4805,79,379595
TONJA,4806,60,288360
TONY,4807,74,355718
TONYA,4808,75,360600
TORA,4809,54,259686
TORI,4810,62,298220
TORIE,4811,67,322337
TORRI,4812,80,384960
TORRIE,4813,85,409105
TORY,4814,78,375492
TOSHA,4815,63,303345
TOSHIA,4816,72,346752
TOSHIKO,4817,97,467249
TOVA,4818,58,279444
TOWANDA,4819,78,375882
TOYA,4820,61,294020
TRACEE,4821,52,250692
TRACEY,4822,72,347184
TRACI,4823,51,245973
TRACIE,4824,56,270144
TRACY,4825,67,323275
TRAN,4826,53,255778
TRANG,4827,60,289620
TRAVIS,4828,89,429692
TREASA,4829,64,309056
TREENA,4830,63,304290
TRENA,4831,58,280198
TRENT,4832,77,372064
TRENTON,4833,106,512298
TRESA,4834,63,304542
TRESSA,4835,82,396470
TRESSIE,4836,95,459420
TREVA,4837,66,319242
TREVOR,4838,98,474124
TREY,4839,68,329052
TRICIA,4840,60,290400
TRINA,4841,62,300142
TRINH,4842,69,334098
TRINIDAD,4843,79,382597
TRINITY,4844,115,557060
TRISH,4845,74,358530
TRISHA,4846,75,363450
TRISTA,4847,87,421689
TRISTAN,4848,101,489648
TROY,4849,78,378222
TRUDI,4850,72,349200
TRUDIE,4851,77,373527
TRUDY,4852,88,426976
TRULA,4853,72,349416
TRUMAN,4854,87,422298
TU,4855,41,199055
TUAN,4856,56,271936
TULA,4857,54,262278
TUYET,4858,91,442078
TWANA,4859,59,286681
TWANDA,4860,63,306180
TWANNA,4861,73,354853
TWILA,4862,65,316030
TWYLA,4863,81,393903
TY,4864,45,218880
TYESHA,4865,78,379470
TYISHA,4866,82,399012
TYLER,4867,80,389360
TYNISHA,4868,96,467328
TYRA,4869,64,311616
TYREE,4870,73,355510
TYRELL,4871,92,448132
TYRON,4872,92,448224
TYRONE,4873,97,472681
TYSON,4874,93,453282
ULA,4875,34,165750
ULRIKE,4876,76,370576
ULYSSES,4877,120,585240
UN,4878,35,170730
UNA,4879,36,175644
URSULA,4880,92,448960
USHA,4881,49,239169
UTE,4882,46,224572
VADA,4883,28,136724
VAL,4884,35,170940
VALARIE,4885,68,332180
VALDA,4886,40,195440
VALENCIA,4887,67,327429
VALENE,4888,59,288392
VALENTIN,4889,97,474233
VALENTINA,4890,98,479220
VALENTINE,4891,102,498882
VALERI,4892,67,327764
VALERIA,4893,68,332724
VALERIE,4894,72,352368
VALERY,4895,83,406285
VALLIE,4896,61,298656
VALORIE,4897,82,401554
VALRIE,4898,67,328166
VAN,4899,37,181263
VANCE,4900,45,220500
VANDA,4901,42,205842
VANESA,4902,62,303924
VANESSA,4903,81,397143
VANETTA,4904,83,407032
VANIA,4905,47,230535
VANITA,4906,67,328702
VANNA,4907,52,255164
VANNESA,4908,76,373008
VANNESSA,4909,95,466355
VASHTI,4910,79,387890
VASILIKI,4911,92,451812
VAUGHN,4912,73,358576
VEDA,4913,32,157216
VELDA,4914,44,216216
VELIA,4915,49,240835
VELLA,4916,52,255632
VELMA,4917,53,260601
VELVA,4918,62,304916
VELVET,4919,86,423034
VENA,4920,42,206640
VENESSA,4921,85,418285
VENETTA,4922,87,428214
VENICE,4923,58,285534
VENITA,4924,71,349604
VENNIE,4925,69,339825
VENUS,4926,81,399006
VEOLA,4927,55,270985
VERA,4928,46,226688
VERDA,4929,50,246450
VERDELL,4930,78,384540
VERDIE,4931,63,310653
VERENA,4932,65,320580
VERGIE,4933,66,325578
VERLA,4934,58,286172
VERLENE,4935,81,399735
VERLIE,4936,71,350456
VERLINE,4937,85,419645
VERN,4938,59,291342
VERNA,4939,60,296340
VERNELL,4940,88,434720
VERNETTA,4941,105,518805
VERNIA,4942,69,340998
VERNICE,4943,76,375668
VERNIE,4944,73,360912
VERNITA,4945,89,440105
VERNON,4946,88,435248
VERONA,4947,75,371025
VERONICA,4948,87,430476
VERONIKA,4949,95,470155
VERONIQUE,4950,126,623700
VERSIE,4951,78,386178
VERTIE,4952,79,391208
VESTA,4953,67,331851
VETA,4954,48,237792
VI,4955,31,153605
VICENTA,4956,74,366744
VICENTE,4957,78,386646
VICKEY,4958,75,371850
VICKI,4959,54,267786
VICKIE,4960,59,292640
VICKY,4961,70,347270
VICTOR,4962,87,431694
VICTORIA,4963,97,481411
VICTORINA,4964,111,551004
VIDA,4965,36,178740
VIKI,4966,51,253266
VIKKI,4967,62,307954
VILMA,4968,57,283176
VINA,4969,46,228574
VINCE,4970,53,263410
VINCENT,4971,87,432477
VINCENZA,4972,94,467368
VINCENZO,4973,108,537084
VINITA,4974,75,373050
VINNIE,4975,73,363175
VIOLA,4976,59,293584
VIOLET,4977,83,413091
VIOLETA,4978,84,418152
VIOLETTE,4979,108,537732
VIRGEN,4980,75,373500
VIRGIE,4981,70,348670
VIRGIL,4982,77,383614
VIRGILIO,4983,101,503283
VIRGINA,4984,80,398720
VIRGINIA,4985,89,443665
VITA,4986,52,259272
VITO,4987,66,329142
VIVA,4988,54,269352
VIVAN,4989,68,339252
VIVIAN,4990,77,384230
VIVIANA,4991,78,389298
VIVIEN,4992,81,404352
VIVIENNE,4993,100,499300
VON,4994,51,254694
VONCILE,4995,80,399600
VONDA,4996,56,279776
VONNIE,4997,79,394763
WADE,4998,33,164934
WAI,4999,33,164967
WALDO,5000,55,275000
WALKER,5001,70,350070
WALLACE,5002,57,285114
WALLY,5003,73,365219
WALTER,5004,79,395316
WALTON,5005,85,425425
WALTRAUD,5006,100,500600
WAN,5007,38,190266
WANDA,5008,43,215344
WANETA,5009,64,320576
WANETTA,5010,84,420840
WANITA,5011,68,340748
WARD,5012,46,230552
WARNER,5013,79,396027
WARREN,5014,79,396106
WAVA,5015,47,235705
WAYLON,5016,90,451440
WAYNE,5017,68,341156
WEI,5018,37,185666
WELDON,5019,73,366387
WEN,5020,42,210840
WENDELL,5021,75,376575
WENDI,5022,55,276210
WENDIE,5023,60,301380
WENDOLYN,5024,112,562688
WENDY,5025,71,356775
WENONA,5026,72,361872
WERNER,5027,83,417241
WES,5028,47,236316
WESLEY,5029,89,447581
WESTON,5030,96,482880
WHITLEY,5031,102,513162
WHITNEY,5032,104,523328
WILBER,5033,69,347277
WILBERT,5034,89,448026
WILBUR,5035,85,427975
WILBURN,5036,99,498564
WILDA,5037,49,246813
WILEY,5038,74,372812
WILFORD,5039,87,438393
WILFRED,5040,77,388080
WILFREDO,5041,92,463772
WILHELMINA,5042,106,534452
WILHEMINA,5043,94,474042
WILL,5044,56,282464
WILLA,5045,57,287565
WILLARD,5046,79,398634
WILLENA,5047,76,383572
WILLENE,5048,80,403840
WILLETTA,5049,102,514998
WILLETTE,5050,106,535300
WILLIA,5051,66,333366
WILLIAM,5052,79,399108
WILLIAMS,5053,98,495194
WILLIAN,5054,80,404320
WILLIE,5055,70,353850
WILLIEMAE,5056,89,449984
WILLIS,5057,84,424788
WILLODEAN,5058,95,480510
WILLOW,5059,94,475546
WILLY,5060,81,409860
WILMA,5061,58,293538
WILMER,5062,80,404960
WILSON,5063,92,465796
WILTON,5064,93,470952
WINDY,5065,75,379875
WINFORD,5066,89,450874
WINFRED,5067,79,400293
WINIFRED,5068,88,445984
WINNIE,5069,74,375106
WINNIFRED,5070,102,517140
WINONA,5071,76,385396
WINSTON,5072,114,578208
WINTER,5073,89,451497
WM,5074,36,182664
WONDA,5075,57,289275
WOODROW,5076,113,573588
WYATT,5077,89,451853
WYNELL,5078,91,462098
WYNONA,5079,92,467268
